ORDER	WELL	IND	Pop	Pop_Nb	Mito	Plate	Q1	Q2	SE
732	GOC_28_E7	FA_GOC_28	FA	1	MED	2	0.72405	0.27595	0.035702
733	GOC_29_G7	FA_GOC_29	FA	1	MED	2	0.392992	0.607008	0.041741
734	GOC_30_I7	FA_GOC_30	FA	1	ATL	2	0.801953	0.198047	0.066213
735	GOC_31_K7	FA_GOC_31	FA	1	MED	2	0.404725	0.595275	0.080241
736	GOC_32_M7	FA_GOC_32	FA	1	MED	2	0.708661	0.291339	0.059282
737	GOC_33_O7	FA_GOC_33	FA	1	MED	2	0.110697	0.889303	0.016804
738	GOC_34_A9	FA_GOC_34	FA	1	ATL	2	0.803675	0.196325	0.044626
739	GOC_35_C9	FA_GOC_35	FA	1	ATL	2	0.734968	0.265032	0.048341
740	GOC_36_E9	FA_GOC_36	FA	1	ATL	2	0.339766	0.660234	0.038352
741	GOC_37_G9	FA_GOC_37	FA	1	ATL	2	0.533911	0.466089	0.044921
742	GOC_38_I9	FA_GOC_38	FA	1	ATL	2	0.155584	0.844416	0.028109
743	GOC_39_K9	FA_GOC_39	FA	1	ATL	2	0.645231	0.354769	0.046575
744	GOC_40_M9	FA_GOC_40	FA	1	ATL	2	0.739495	0.260505	0.042393
745	GOC_41_O9	FA_GOC_41	FA	1	ATL	2	0.334944	0.665056	0.041539
746	GOC_42_A11	FA_GOC_42	FA	1	ATL	2	0.252777	0.747223	0.020907
747	GOC_43_C11	FA_GOC_43	FA	1	ATL	2	0.626733	0.373267	0.042755
748	GOC_44_E11	FA_GOC_44	FA	1	ATL	2	0.667795	0.332205	0.043088
749	GOC_45_G11	FA_GOC_45	FA	1	ATL	2	0.130956	0.869044	0.031493
750	GOC_46_I11	FA_GOC_46	FA	1	ATL	2	0.289928	0.710072	0.06854
751	GOC_47_K11	FA_GOC_47	FA	1	ATL	2	0.267574	0.732426	0.02991
752	GOC_48_M11	FA_GOC_48	FA	1	ATL	2	0.377226	0.622774	0.026589
753	GOC_49_O11	FA_GOC_49	FA	1	MED	2	0.945572	0.054428	0.064139
754	GOC_50_A13	FA_GOC_50	FA	1	ATL	2	0.495564	0.504436	0.060634
755	GOC_51_C13	FA_GOC_51	FA	1	ATL	2	0.188561	0.811439	0.042259
756	GOC_52_E13	FA_GOC_52	FA	1	ATL	2	0.262927	0.737073	0.034564
757	GOC_53_G13	FA_GOC_53	FA	1	ATL	2	0.715748	0.284252	0.055592
758	GOC_54_I13	FA_GOC_54	FA	1	ATL	2	0.99999	0.00001	0.019831
759	GOC_55_K13	FA_GOC_55	FA	1	ATL	2	0.99999	0.00001	0.041275
760	GOC_56_M13	FA_GOC_56	FA	1	MED	2	0.631188	0.368812	0.069418
761	GOC_57_O13	FA_GOC_57	FA	1	ATL	2	0.80058	0.19942	0.077744
762	GOC_58_A15	FA_GOC_58	FA	1	ATL	2	0.841065	0.158935	0.090409
763	GOC_59_C15	FA_GOC_59	FA	1	ATL	2	0.99999	0.00001	0.025234
764	GOC_60_E15	FA_GOC_60	FA	1	ATL	2	0.929364	0.070636	0.082107
765	GOC_61_G15	FA_GOC_61	FA	1	ATL	2	0.950367	0.049633	0.085147
