ORDER	IID	IND	POP_CODE	POP	MITOTYPE	PLATE
571	A12480_D10	OL_A12480	OL	Oleron	ATL	2
572	A12485_F10	OL_A12485	OL	Oleron	ATL	2
573	A12489_H10	OL_A12489	OL	Oleron	ATL	2
574	A12491_J10	OL_A12491	OL	Oleron	ATL	2
575	A12495_L10	OL_A12495	OL	Oleron	ATL	2
576	A12496_N10	OL_A12496	OL	Oleron	MED	2
577	A12501_P10	OL_A12501	OL	Oleron	ATL	2
578	A12502_B12	OL_A12502	OL	Oleron	ATL	2
579	A12503_D12	OL_A12503	OL	Oleron	ATL	2
580	A12504_F12	OL_A12504	OL	Oleron	ATL	2
581	A12506_H12	OL_A12506	OL	Oleron	ATL	2
582	A12507_J12	OL_A12507	OL	Oleron	ATL	2
583	A12522_N12	OL_A12522	OL	Oleron	ATL	2
584	A12529_P12	OL_A12529	OL	Oleron	ATL	2
585	A12533_B14	OL_A12533	OL	Oleron	ATL	2
586	A12534_D14	OL_A12534	OL	Oleron	ATL	2
587	A12535_F14	OL_A12535	OL	Oleron	ATL	2
588	A12536_H14	OL_A12536	OL	Oleron	ATL	2
589	A12548_B8	OL_A12548	OL	Oleron	ATL	2
590	A12553_J14	OL_A12553	OL	Oleron	ATL	2
591	A12555_L14	OL_A12555	OL	Oleron	ATL	2
592	A12559_D8	OL_A12559	OL	Oleron	ATL	2
593	A12563_N14	OL_A12563	OL	Oleron	ATL	2
594	A12566_P14	OL_A12566	OL	Oleron	ATL	2
595	A12569_B16	OL_A12569	OL	Oleron	ATL	2
596	A12572_D16	OL_A12572	OL	Oleron	ATL	2
597	A12574_F16	OL_A12574	OL	Oleron	ATL	2
598	A12577_H16	OL_A12577	OL	Oleron	ATL	2
599	A12582_J16	OL_A12582	OL	Oleron	ATL	2
600	A12592_L16	OL_A12592	OL	Oleron	ATL	2
601	A12594_N16	OL_A12594	OL	Oleron	ATL	2
602	A12601_P16	OL_A12601	OL	Oleron	ATL	2
603	A12603_B18	OL_A12603	OL 	Oleron	MED	2
604	A11983_G13	PB_A11983	PB	Port-en-Bessin	ATL	1
605	A11986_I13	PB_A11986	PB	Port-en-Bessin	ATL	1
606	A11988_K13	PB_A11988	PB	Port-en-Bessin	ATL	1
607	A11991_M13	PB_A11991	PB	Port-en-Bessin	ATL	1
608	A11993_O13	PB_A11993	PB	Port-en-Bessin	ATL	1
609	A11995_A15	PB_A11995	PB	Port-en-Bessin	MED	1
610	A11997_C15	PB_A11997	PB	Port-en-Bessin	ATL	1
611	A11999_E15	PB_A11999	PB	Port-en-Bessin	ATL	1
612	A12000_G15	PB_A12000	PB	Port-en-Bessin	ATL	1
613	A12006_I15	PB_A12006	PB	Port-en-Bessin	ATL	1
614	A12007_K15	PB_A12007	PB	Port-en-Bessin	ATL	1
615	A12009_M15	PB_A12009	PB	Port-en-Bessin	ATL	1
616	A12011_O15	PB_A12011	PB	Port-en-Bessin	ATL	1
617	A12015_A17	PB_A12015	PB	Port-en-Bessin	ATL	1
618	A12019_C17	PB_A12019	PB	Port-en-Bessin	ATL	1
619	A12021_E17	PB_A12021	PB	Port-en-Bessin	ATL	1
620	A12025_G17	PB_A12025	PB	Port-en-Bessin	ATL	1
621	A12026_I17	PB_A12026	PB	Port-en-Bessin	ATL	1
622	A12027_K17	PB_A12027	PB	Port-en-Bessin	ATL	1
623	A12030_M17	PB_A12030	PB	Port-en-Bessin	ATL	1
624	A12031_O17	PB_A12031	PB	Port-en-Bessin	ATL	1
625	A12033_A19	PB_A12033	PB	Port-en-Bessin	ATL	1
626	A12034_C19	PB_A12034	PB	Port-en-Bessin	ATL	1
627	A12036_E19	PB_A12036	PB	Port-en-Bessin	ATL	1
628	A12037_G19	PB_A12037	PB	Port-en-Bessin	ATL	1
629	A12041_I19	PB_A12041	PB	Port-en-Bessin	ATL	1
630	A12044_K19	PB_A12044	PB	Port-en-Bessin	ATL	1
631	A12047_M19	PB_A12047	PB	Port-en-Bessin	ATL	1
632	A12052_O19	PB_A12052	PB	Port-en-Bessin	ATL	1
633	A12060_A21	PB_A12060	PB	Port-en-Bessin	ATL	1
634	A12069_C21	PB_A12069	PB	Port-en-Bessin	ATL	1
635	A12079_E21	PB_A12079	PB	Port-en-Bessin	ATL	1
636	A12082_G21	PB_A12082	PB	Port-en-Bessin	ATL	1
637	A12083_I21	PB_A12083	PB	Port-en-Bessin	ATL	1
638	A11984_I21	PB_A11984	PB	Port-en-Bessin	ATL	2
639	A11987_K21	PB_A11987	PB	Port-en-Bessin	ATL	2
640	A11989_M21	PB_A11989	PB	Port-en-Bessin	ATL	2
641	A11990_O21	PB_A11990	PB	Port-en-Bessin	ATL	2
642	A11994_A23	PB_A11994	PB	Port-en-Bessin	ATL	2
643	A11998_C23	PB_A11998	PB	Port-en-Bessin	ATL	2
644	A12001_E23	PB_A12001	PB	Port-en-Bessin	ATL	2
645	A12002_G23	PB_A12002	PB	Port-en-Bessin	ATL	2
646	A12003_I23	PB_A12003	PB	Port-en-Bessin	ATL	2
647	A12005_K23	PB_A12005	PB	Port-en-Bessin	ATL	2
648	A12008_M23	PB_A12008	PB	Port-en-Bessin	ATL	2
649	A12013_O23	PB_A12013	PB	Port-en-Bessin	ATL	2
650	A12014_A2	PB_A12014	PB	Port-en-Bessin	ATL	2
651	A12016_C2	PB_A12016	PB	Port-en-Bessin	MED	2
652	A12020_E2	PB_A12020	PB	Port-en-Bessin	ATL	2
653	A12024_1_G2	PB_A12024_1	PB	Port-en-Bessin	ATL	2
654	A12024_2_I2	PB_A12024_2	PB	Port-en-Bessin	ATL	2
655	A12029_K2	PB_A12029	PB	Port-en-Bessin	ATL	2
656	A12035_M2	PB_A12035	PB	Port-en-Bessin	ATL	2
657	A12039_O2	PB_A12039	PB	Port-en-Bessin	ATL	2
658	A12043_A4	PB_A12043	PB	Port-en-Bessin	ATL	2
659	A12045_C4	PB_A12045	PB	Port-en-Bessin	ATL	2
660	A12046_E4	PB_A12046	PB	Port-en-Bessin	ATL	2
661	A12048_G4	PB_A12048	PB	Port-en-Bessin	MED	2
662	A12049_I4	PB_A12049	PB	Port-en-Bessin	ATL	2
663	A12050_K4	PB_A12050	PB	Port-en-Bessin	ATL	2
664	A12051_M4	PB_A12051	PB	Port-en-Bessin	ATL	2
665	A12053_O4	PB_A12053	PB	Port-en-Bessin	ATL	2
666	A12055_A6	PB_A12055	PB	Port-en-Bessin	ATL	2
667	A12056_C6	PB_A12056	PB	Port-en-Bessin	ATL	2
668	A12057_E6	PB_A12057	PB	Port-en-Bessin	ATL	2
669	A12062_G6	PB_A12062	PB	Port-en-Bessin	ATL	2
670	A12063_I6	PB_A12063	PB	Port-en-Bessin	ATL	2
671	A12065_K6	PB_A12065	PB	Port-en-Bessin	ATL	2
672	A12066_M6	PB_A12066	PB	Port-en-Bessin	ATL	2
673	A12067_O6	PB_A12067	PB	Port-en-Bessin	ATL	2
674	A12072_A8	PB_A12072	PB	Port-en-Bessin	ATL	2
675	A12073_C8	PB_A12073	PB	Port-en-Bessin	ATL	2
676	A12074_E8	PB_A12074	PB	Port-en-Bessin	ATL	2
677	A12075_G8	PB_A12075	PB	Port-en-Bessin	ATL	2
678	A12612_K4	SM_A12612	SM	Saint_Malo	ATL	1
679	A12631_M4	SM_A12631	SM	Saint_Malo	ATL	1
680	A12645_O4	SM_A12645	SM	Saint_Malo	ATL	1
681	A12656_A6	SM_A12656	SM	Saint_Malo	ATL	1
682	A12611_G22	SM_A12611	SM	Saint_Malo	ATL	2
683	A12615_I22	SM_A12615	SM	Saint_Malo	ATL	2
684	A12620_K22	SM_A12620	SM	Saint_Malo	ATL	2
685	A12622_M22	SM_A12622	SM	Saint_Malo	ATL	2
686	A12625_O22	SM_A12625	SM	Saint_Malo	ATL	2
687	A12627_A24	SM_A12627	SM	Saint_Malo	ATL	2
688	A12633_C24	SM_A12633	SM	Saint_Malo	ATL	2
689	A12635_E24	SM_A12635	SM	Saint_Malo	ATL	2
690	A12636_G24	SM_A12636	SM	Saint_Malo	ATL	2
691	A12641_I24	SM_A12641	SM	Saint_Malo	ATL	2
692	A12657_M24	SM_A12657	SM	Saint_Malo	ATL	2
693	A09537_C6	SQ_A09537	SQ	Saint_Quay	ATL	1
694	A09540_E6	SQ_A09540	SQ	Saint_Quay	ATL	1
695	A10652_G6	SQ_A10652	SQ	Saint_Quay	ATL	1
696	A10668_I6	SQ_A10668	SQ	Saint_Quay	ATL	1
697	A10669_K6	SQ_A10669	SQ	Saint_Quay	MED	1
698	A10672_M6	SQ_A10672	SQ	Saint_Quay	ATL	1
699	A10679_O6	SQ_A10679	SQ	Saint_Quay	ATL	1
700	A10682_A8	SQ_A10682	SQ	Saint_Quay	ATL	1
701	A10686_C8	SQ_A10686	SQ	Saint_Quay	MED	1
702	A10689_E8	SQ_A10689	SQ	Saint_Quay	ATL	1
703	A10690_G8	SQ_A10690	SQ	Saint_Quay	ATL	1
704	A10691_I8	SQ_A10691	SQ	Saint_Quay	ATL	1
705	A10696_K8	SQ_A10696 	SQ	Saint_Quay	ATL	1
706	A10699_M8	SQ_A10699	SQ	Saint_Quay	ATL	1
707	A10700_O8	SQ_A10700	SQ	Saint_Quay	ATL	1
708	A10701_A10	SQ_A10701	SQ	Saint_Quay	ATL	1
709	A10706_C10	SQ_A10706	SQ	Saint_Quay	ATL	1
710	A10712_E10	SQ_A10712	SQ	Saint_Quay	ATL	1
711	A10713_G10	SQ_A10713	SQ	Saint_Quay	ATL	1
712	A10715_I10	SQ_A10715	SQ	Saint_Quay	ATL	1
713	A10716_K10	SQ_A10716	SQ	Saint_Quay	ATL	1
714	A10722_M10	SQ_A10722	SQ	Saint_Quay	ATL	1
715	A10724_O10	SQ_A10724	SQ	Saint_Quay	ATL	1
716	A10729_A12	SQ_A10729	SQ	Saint_Quay	ATL	1
717	A10731_C12	SQ_A10731	SQ	Saint_Quay	ATL	1
718	A10732_E12	SQ_A10732	SQ	Saint_Quay	ATL	1
719	A10740_G12	SQ_A10740	SQ	Saint_Quay	MED	1
720	A10743_I12	SQ_A10743	SQ	Saint_Quay	MED	1
721	A10748_K12	SQ_A10748	SQ	Saint_Quay	MED	1
722	A10750_M12	SQ_A10750	SQ	Saint_Quay	ATL	1
723	A10753_O12	SQ_A10753	SQ	Saint_Quay	ATL	1
724	A10763_A14	SQ_A10763	SQ	Saint_Quay	ATL	1
725	A10766_C14	SQ_A10766	SQ	Saint_Quay	ATL	1
726	A10770_E14	SQ_A10770	SQ	Saint_Quay	ATL	1
727	A10773_G14	SQ_A10773	SQ	Saint_Quay	ATL	1
728	A10774_I14	SQ_A10774	SQ	Saint_Quay	ATL	1
729	A10775_K14	SQ_A10775	SQ	Saint_Quay	ATL	1
730	A10780_M14	SQ_A10780	SQ	Saint_Quay	ATL	1
731	A10782_O14	SQ_A10782	SQ	Saint_Quay	ATL	1
732	A10783_A16	SQ_A10783	SQ	Saint_Quay	ATL	1
733	A10786_C16	SQ_A10786	SQ	Saint_Quay	ATL	1
734	A10790_E16	SQ_A10790	SQ	Saint_Quay	ATL	1
735	A10793_G16	SQ_A10793	SQ	Saint_Quay	ATL	1
736	A10795_I16	SQ_A10795	SQ	Saint_Quay	ATL	1
737	A10800_K16	SQ_A10800	SQ	Saint_Quay	ATL	1
738	A10810_M16	SQ_A10810	SQ	Saint_Quay	ATL	1
739	A09544_O24	SQ_A09544	SQ	Saint_Quay	ATL	2
740	A10670_B1	SQ_A10670	SQ	Saint_Quay	ATL	2
741	A10680_D1	SQ_A10680	SQ	Saint_Quay	ATL	2
742	A10684_F1	SQ_A10684	SQ	Saint_Quay	ATL	2
743	A10688_H1	SQ_A10688	SQ	Saint_Quay	ATL	2
744	A10707_J1	SQ_A10707	SQ	Saint_Quay	ATL	2
745	A10717_L1	SQ_A10717	SQ	Saint_Quay	ATL	2
746	A10718_N1	SQ_A10718	SQ	Saint_Quay	ATL	2
747	A10719_P1	SQ_A10719	SQ	Saint_Quay	ATL	2
748	A10723_B3	SQ_A10723	SQ	Saint_Quay	ATL	2
749	A10726_D3	SQ_A10726	SQ	Saint_Quay	ATL	2
750	A10730_B7	SQ_A10730	SQ	Saint_Quay	ATL	2
751	A10733_1_F3	SQ_A10733_1	SQ	Saint_Quay	ATL	2
752	A10733_2_H3	SQ_A10733_2	SQ	Saint_Quay	ATL	2
753	A10742_J3	SQ_A10742	SQ	Saint_Quay	ATL	2
754	A10744_L3	SQ_A10744	SQ	Saint_Quay	MED	2
755	A10752_N3	SQ_A10752	SQ	Saint_Quay	MED	2
756	A10756_P3	SQ_A10756	SQ	Saint_Quay	ATL	2
757	A10758_B5	SQ_A10758	SQ	Saint_Quay	ATL	2
758	A10759_D5	SQ_A10759	SQ	Saint_Quay	ATL	2
759	A10760_F5	SQ_A10760	SQ	Saint_Quay	ATL	2
760	A10761_D7	SQ_A10761	SQ	Saint_Quay	ATL	2
761	A10762_H5	SQ_A10762	SQ	Saint_Quay	ATL	2
762	A10767_J5	SQ_A10767	SQ	Saint_Quay	ATL	2
763	A10772_L5	SQ_A10772	SQ	Saint_Quay	ATL	2
764	A10778_N5	SQ_A10778	SQ	Saint_Quay	ATL	2
765	A10792_P5	SQ_A10792	SQ	Saint_Quay	ATL	2
